   6.2000000e+02   5.0963042e-04   1.3200000e+03   7.8896013e-05   3.2000000e+03   7.5566863e-04   2.0000000e+03   3.5683312e-03
   6.2005000e+02   5.4731005e-04   1.3200500e+03   7.9258846e-05   3.2000500e+03   5.3714497e-04   2.0000500e+03   2.9940260e-03
   6.2010000e+02   5.9274315e-04   1.3201000e+03   7.9698752e-05   3.2001000e+03   4.5129805e-04   2.0001000e+03   2.6683640e-03
   6.2015000e+02   6.6813866e-04   1.3201500e+03   8.0223659e-05   3.2001500e+03   4.0473763e-04   2.0001500e+03   2.4587969e-03
   6.2020000e+02   8.2906800e-04   1.3202000e+03   8.0844679e-05   3.2002000e+03   3.7544471e-04   2.0002000e+03   2.3145401e-03
   6.2025000e+02   1.2900397e-03   1.3202500e+03   8.1576931e-05   3.2002500e+03   3.5565478e-04   2.0002500e+03   2.2106214e-03
   6.2030000e+02   2.9397527e-03   1.3203000e+03   8.2440790e-05   3.2003000e+03   3.4169424e-04   2.0003000e+03   2.1331824e-03
   6.2035000e+02   8.1093069e-03   1.3203500e+03   8.3463757e-05   3.2003500e+03   3.3156468e-04   2.0003500e+03   2.0739332e-03
   6.2040000e+02   1.8920485e-02   1.3204000e+03   8.4683306e-05   3.2004000e+03   3.2408809e-04   2.0004000e+03   2.0276357e-03
   6.2045000e+02   3.0943086e-02   1.3204500e+03   8.6151343e-05   3.2004500e+03   3.1853084e-04   2.0004500e+03   1.9908351e-03
   6.2050000e+02   3.3098111e-02   1.3205000e+03   8.7941426e-05   3.2005000e+03   3.1441798e-04   2.0005000e+03   1.9611726e-03
   6.2055000e+02   2.3139836e-02   1.3205500e+03   9.0160961e-05   3.2005500e+03   3.1143419e-04   2.0005500e+03   1.9369910e-03
   6.2060000e+02   1.1554735e-02   1.3206000e+03   9.2973026e-05   3.2006000e+03   3.0936815e-04   2.0006000e+03   1.9170972e-03
   6.2065000e+02   5.7227175e-03   1.3206500e+03   9.6638364e-05   3.2006500e+03   3.0808011e-04   2.0006500e+03   1.9006145e-03
   6.2070000e+02   5.0231377e-03   1.3207000e+03   1.0160513e-04   3.2007000e+03   3.0748288e-04   2.0007000e+03   1.8868874e-03
   6.2075000e+02   6.1994555e-03   1.3207500e+03   1.0873910e-04   3.2007500e+03   3.0753126e-04   2.0007500e+03   1.8754183e-03
   6.2080000e+02   6.2790337e-03   1.3208000e+03   1.2016620e-04   3.2008000e+03   3.0821739e-04   2.0008000e+03   1.8658244e-03
   6.2085000e+02   4.4816745e-03   1.3208500e+03   1.4370531e-04   3.2008500e+03   3.0957114e-04   2.0008500e+03   1.8578088e-03
   6.2090000e+02   2.3572853e-03   1.3209000e+03   2.1456963e-04   3.2009000e+03   3.1166587e-04   2.0009000e+03   1.8511388e-03
   6.2095000e+02   1.1330389e-03   1.3209500e+03   4.5506283e-04   3.2009500e+03   3.1463135e-04   2.0009500e+03   1.8456318e-03
   6.2100000e+02   6.8480423e-04   1.3210000e+03   1.0816229e-03   3.2010000e+03   3.1867823e-04   2.0010000e+03   1.8411440e-03
   6.2105000e+02   5.4828779e-04   1.3210500e+03   2.0679002e-03   3.2010500e+03   3.2414296e-04   2.0010500e+03   1.8375632e-03
   6.2110000e+02   4.9691789e-04   1.3211000e+03   2.7390921e-03   3.2011000e+03   3.3157333e-04   2.0011000e+03   1.8348033e-03
   6.2115000e+02   4.6924341e-04   1.3211500e+03   2.4496172e-03   3.2011500e+03   3.4190286e-04   2.0011500e+03   1.8328015e-03
   6.2120000e+02   4.5120786e-04   1.3212000e+03   1.6692809e-03   3.2012000e+03   3.5685093e-04   2.0012000e+03   1.8315169e-03
   6.2125000e+02   4.3852454e-04   1.3212500e+03   1.5370921e-03   3.2012500e+03   3.8007547e-04   2.0012500e+03   1.8309331e-03
   6.2130000e+02   4.2927060e-04   1.3213000e+03   2.9185195e-03   3.2013000e+03   4.2210503e-04   2.0013000e+03   1.8310660e-03
   6.2135000e+02   4.2239323e-04   1.3213500e+03   5.8592798e-03   3.2013500e+03   5.2717641e-04   2.0013500e+03   1.8319882e-03
   6.2140000e+02   4.1725974e-04   1.3214000e+03   8.6073369e-03   3.2014000e+03   8.8736672e-04   2.0014000e+03   1.8339206e-03
   6.2145000e+02   4.1347161e-04   1.3214500e+03   8.5043622e-03   3.2014500e+03   2.0627198e-03   2.0014500e+03   1.8377556e-03
   6.2150000e+02   4.1077635e-04   1.3215000e+03   5.5703046e-03   3.2015000e+03   4.7238497e-03   2.0015000e+03   1.8480363e-03
   6.2155000e+02   4.0902576e-04   1.3215500e+03   2.5051206e-03   3.2015500e+03   8.0876934e-03   2.0015500e+03   1.8832110e-03
   6.2160000e+02   4.0816441e-04   1.3216000e+03   8.8775352e-04   3.2016000e+03   9.3354202e-03   2.0016000e+03   1.9840209e-03
